"id_parceiro","nome_fantasia","razao_social","cnpj_parceiro","id_status","status_parceiro","desc_segmento_pri","desc_segmento_sec","desc_segmento_manuais","desc_segmento_alt","dt_ativacao","dt_fim_onboarding","id_franquia","nome_franquia","id_regional","regional_franquia","tpv_meta","vendas_meta","tpv","vlr_cashback","vendas","usuarios_unicos","perc_tpv","perc_venda","ticket_medio","vendas_usuarios","receita_p_transacao","nv_engaj_score","nv_engajamento"
1056,posto lubrisens - universitario,comercio de combustivel universitario ltda,11664743000182,4,cancelado,combustivel,conveniencia,"{'conveniencia','bebidas','gasolina','almoco','bebidas','cerveja gelada','comida brasileira','delivery','lanches','pasteis','salgados','sucos','cafe'}",combustivel,2022-06-30,2022-07-30,158,LAGES,11,CENTRO SUL,480,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
1726,gift presentes,j. r. seguro & cia ltda,7030534000100,4,cancelado,outros,outros,"{'decoracoes','artigos religiosos','presentes'}",outros,2022-08-12,2022-09-11,108,CAMPO LARGO,11,CENTRO SUL,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
2082,churrascaria berro do boi,a r pinho restaurante,30548803000146,2,ativo,alimentacao,restaurantes,"{'berro do boi','churrascaria'}",alimentacao,2022-08-19,2022-09-18,363,ABAETETUBA,13,EQUATORIAL,440,20,419.83,20.990000000000002,4,2,0.9541590909090909,0.2,209.915,2.0,104.9575,0.4262477272727272,bronze
2192,alan victor barber shop - barbearia,alan victor do carmo santos 13599821755,34837912000134,4,cancelado,,estetica,"{'disfarcado','corte de cabelo','pintura','barba','luzes','design de sobrancelha'}",outros,,,293,VOLTA REDONDA,12,COSTA LESTE,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
2304,comida bem caseira,comida bem caseira,31757843000160,4,cancelado,alimentacao,restaurantes,"{'marmita','almoco','alimentacao','quentinhas'}",alimentacao,,,247,SOBRAL,13,EQUATORIAL,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
2403,hotel fazenda figueiras,adamy e adamy ltda,73598476000140,2,ativo,outros,outros,"{'hotelaria','hotel','hospedagem'}",outros,2022-09-01,2022-10-01,133,CAXIAS DO SUL,11,CENTRO SUL,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
2731,doces da paty,larissa messias de oliveira,45157572000117,4,cancelado,alimentacao,padarias,"{'doceria','bolo decorado'}",alimentacao,,,294,BELFORD ROXO,12,COSTA LESTE,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
3013,cdt cartao de todos -penha (zona leste),administradora de cartao de todos penha ltda,24901039000148,2,ativo,outros,outros,,outros,2023-03-07,2023-04-06,29,MBOI MIRIM,15,SAO PAULO MINAS,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
3026,cdt cartao de todos -barretos,barretos administradora de cartoes ltda,2387188500108,0,inserido,outros,outros,,outros,,,54,BARRETOS,14,INTERIOR,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
3123,cdt cartao de todos -mfmn goiana,administradora de cartao de descontos goiana ltda,39929866000117,2,ativo,outros,outros,,outros,2025-02-17,2025-03-19,218,GOIANA,13,EQUATORIAL,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
3433,otica pontual - jardim paulista,otica pontual ltda,44889148000102,4,cancelado,,oticas,"{'oculos','otica'}",outros,2022-11-30,2022-12-30,110,COLOMBO,11,CENTRO SUL,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
3595,loja mafra,marcelo p mafra ltda,8194587000129,4,cancelado,academia,outros,"{'artigos esportivos','esporte'}",academia,2022-11-30,2022-12-30,255,PARNAMIRIM,13,EQUATORIAL,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
8046,pena del sul,natalia dias de souza,36933236000128,4,cancelado,alimentacao,restaurantes,"{'comida barata centro','comidas','alimentacao','cashback','cerveja gelada','delivery','barato','bebidas ','musica ao vivo ','gastronomia','batata frita com cheddar e bacon','bebidas','burguer','atendemos no ifood'}",alimentacao,,,149,VIAMAO,11,CENTRO SUL,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
1261,supermercado santa terezinha - silva jardim,mmf comercio de alimentos ltda,34608827000102,4,cancelado,mercado,supermercado,"{'alimento','supermercado','alimentacao'}",mercado,2022-07-20,2022-08-19,236,ALAGOINHAS,12,COSTA LESTE,1600,40,1106.0500000000002,16.11,18,9,0.6912812500000001,0.45,122.89444444444446,2.0,61.44722222222223,0.522384375,prata
1754,nutra formulas,nutra formulas comercio eireli,10691844000180,2,ativo,farmacia,farmacia de manipulacao,"{'suplementos','manipulados','vitaminas','formulas','remedios','nutricao','capsulas','encapsulados','farmacia de manipulacao'}",farmacia,2022-07-28,2022-08-27,93,SOROCABA,14,INTERIOR,720,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
2371,dengo pet shop,ericlene  maria araujo borges,45736208000101,4,cancelado,,pets,"{'cachorros','pet,','petxop','veterinario','cao,','petshop'}",outros,2022-09-21,2022-10-21,235,JUAZEIRO,12,COSTA LESTE,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
2873,mais top estetica jequie,centro de estetica azevedo ltda,41850560000112,4,cancelado,,estetica,,outros,2022-10-07,2022-11-06,245,JEQUIE,12,COSTA LESTE,320,12,177.0,17.7,1,1,0.553125,0.08333333333333333,177.0,1.0,177.0,0.2242708333333333,bronze
3328,bellini semi joias,mercia ramalho de medeiros,36308019000147,4,cancelado,outros,outros,"{'joias','semi-joias','assessorios'}",outros,,,258,MOSSORO,13,EQUATORIAL,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
6759,maximus fitness academia,maximus fitness academia ltda,46717003000141,4,cancelado,academia,outros,"{'musculacao','esporte','academia'}",academia,2023-04-05,2023-05-05,171,CARATINGA,15,SAO PAULO MINAS,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
8673,farmacia poupemais popular,tvb drogaria ltda,10398495000102,2,ativo,,farmacias,{'medicamentos'},outros,2023-01-31,2023-03-02,79,OURINHOS,14,INTERIOR,320,12,169.49,17.85,4,4,0.52965625,0.3333333333333333,42.3725,1.0,42.3725,0.39223020833333333,bronze
974,la roche acai & hamburgueria,ingrid caroline gomes da silva 70327586656,43764344000180,4,cancelado,alimentacao,acai,,alimentacao,,,179,SANTA LUZIA,15,SAO PAULO MINAS,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
2397,rio sul gourmet,campo grande rio restaurante e pizzaria,37018580000154,4,cancelado,alimentacao,restaurantes,,alimentacao,2022-09-03,2022-10-03,319,CAMPO GRANDE - RJ,12,COSTA LESTE,440,20,1.0,0.05,1,1,0.0022727272727272726,0.05,1.0,1.0,1.0,0.035681818181818176,bronze
2515,oticas diniz - venancio aires,ds caldderon oticas,26988627000196,4,cancelado,,oticas,"{'oculos de grau','lentes','armacoes','oculos de sol'}",outros,2022-09-29,2022-10-29,145,SANTA CRUZ DO SUL,11,CENTRO SUL,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
3334,que delicia mainha,carleuza de souza nogueira,43892606000191,4,cancelado,alimentacao,restaurantes,"{'restaurante','marmitas','pizzaria'}",alimentacao,2022-11-02,2022-12-02,89,SAO CARLOS,14,INTERIOR,440,20,1.0,0.05,1,1,0.0022727272727272726,0.05,1.0,1.0,1.0,0.035681818181818176,bronze
3597,curte ai / tecnologia e acessorios,lucilene maria do nascimento reis 18245005304,43708977000170,4,cancelado,outros,outros,"{'tudoparacelulares','capas para celular'}",outros,2022-11-22,2022-12-22,252,TERESINA LESTE,13,EQUATORIAL,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
3806,mabita salgados,iraci rodrigues teixeira 36412490230,41959335000119,4,cancelado,alimentacao,lanchonetes,"{'almoco','bebidas','cerveja gelada','comida brasileira','delivery','lanches','pasteis','salgados','sucos'}",alimentacao,2022-12-13,2023-01-12,354,ANANINDEUA,13,EQUATORIAL,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
10171,hamburgueria alameda,j. de melo pires,37186627000199,2,ativo,alimentacao,restaurantes,"{'lanche artesanal','hamburguer artesanal','hamburgueria','hamburguer'}",alimentacao,2023-02-04,2023-03-06,62,FRANCA,14,INTERIOR,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
8878,supermercado do bairro,marcio aparecido de lara cruz,24764049000189,2,ativo,mercado,supermercado,,mercado,2023-01-27,2023-02-26,93,SOROCABA,14,INTERIOR,1600,40,356.93000000000006,3.25,7,1,0.22308125000000004,0.175,356.93000000000006,7.0,50.99000000000001,0.18942437499999998,bronze
9003,lenharetto pizzaria - alagoinhas,gso pizzaria eirelli,30133576000198,4,cancelado,alimentacao,pizzarias,"{'deliverypizza','pizzaria','forno a lenha'}",alimentacao,2023-02-07,2023-03-09,236,ALAGOINHAS,12,COSTA LESTE,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
9600,rapi10 - eldorado,t.t.m barreto,39305706000105,4,cancelado,alimentacao,pizzarias,"{'pizzaria','rapi10pizza','deliverypizza'}",alimentacao,2023-02-18,2023-03-20,5,CAPELA DO SOCORRO,15,SAO PAULO MINAS,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
13904,infinity training avare,denez & goncalves ltda,34766351000120,4,cancelado,outros,outros,,outros,2023-03-02,2023-04-01,55,AVARE,14,INTERIOR,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
15182,supermercado evangelico,evangelico supermercado ii ltda,48954311000116,2,ativo,mercado,supermercado,,mercado,2023-04-15,2023-05-15,222,TIMBAUBA,13,EQUATORIAL,1600,40,9607.9,125.15,112,43,6.0049375,2.8,223.4395348837209,2.604651162790698,85.78482142857142,3.761481249999999,diamante
16501,agreste limpe,sales produtos saneantes ltda,50106857000169,4,cancelado,outros,outros,,outros,2023-05-13,2023-06-12,244,SERRINHA,12,COSTA LESTE,320,12,1317.9,133.59,28,20,4.118437500000001,2.3333333333333335,65.89500000000001,1.4,47.06785714285714,2.8688645833333335,diamante
17637,dinelli pizzas,jaqueline soares pinto de oliveira restaurante e pizzaria,35368466000129,4,cancelado,alimentacao,pizzarias,,alimentacao,,,33,PIRITUBA,15,SAO PAULO MINAS,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
18745,loja medica loja 1,ana celia de almeida santos teixeira,37068092000151,4,cancelado,outros,outros,,outros,2023-06-27,2023-07-27,187,POUSO ALEGRE,15,SAO PAULO MINAS,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
21370,restaurante j.j,juarez rocha pires,17547116000148,9,pendente pagamento,alimentacao,restaurantes,,alimentacao,,,104,TABOAO DA SERRA,15,SAO PAULO MINAS,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
21711,sushi japa no stylo,mauricelia ferreira martins ltda,50367939000167,1,qA,alimentacao,comida japonesa,,alimentacao,,,366,CALDAS NOVAS,14,INTERIOR,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
21782,serve bem,s.b supermercado orlandia,48663829000109,4,cancelado,mercado,supermercado,,mercado,2023-08-30,2023-09-29,90,SAO JOAQUIM DA BARRA,14,INTERIOR,1600,40,21.37,2.39,2,1,0.01335625,0.05,21.37,2.0,10.685,0.039006874999999996,bronze
23659,supermercado paraiso,mini mercado paraiso ltda - me,72276272000120,2,ativo,mercado,supermercado,,mercado,2023-10-05,2023-11-04,152,CHAPECO,11,CENTRO SUL,1600,40,5452.42,97.11999999999999,91,21,3.4077625,2.275,259.63904761904763,4.333333333333333,59.9167032967033,2.61482875,diamante
24282,hangar gastrobar,hangar gastrobar ltda,44729346000109,2,ativo,alimentacao,restaurantes,,alimentacao,2023-10-27,2023-11-26,144,RIO GRANDE,11,CENTRO SUL,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
24767,leticia albano gomes,leticia albano gomes 45381746881,40360221000195,4,cancelado,outros,outros,,outros,,,28,MAUA,15,SAO PAULO MINAS,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
25405,cristal oticas brasil,cristal oticas brasil ltda,46725401000100,4,cancelado,,oticas,,outros,2024-09-02,2024-10-02,338,GOIANIA NOROESTE,14,INTERIOR,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
336,edilson salgados,edilson lima santos lanchonete,10497252000121,4,cancelado,alimentacao,lanchonetes,,alimentacao,2022-03-03,2022-04-02,84,RIBEIRAO PRETO,14,INTERIOR,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
375,parceiro maiscash,parceiro maiscash,61890721701832,2,ativo,alimentacao,acai,,alimentacao,2022-06-13,2022-07-13,84,RIBEIRAO PRETO,14,INTERIOR,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
513,optica e joalheria  edinis ltda,optica edinis,45603908000128,4,cancelado,,oticas,{'oculos'},outros,2022-09-21,2022-10-21,61,ITANHAEM,14,INTERIOR,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
948,jhony barber,jonatan celestino ferreira,30134397000175,4,cancelado,,bares,{'barbearia'},outros,,,69,ITAPETININGA,14,INTERIOR,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
985,tele pizza italiana,pizzaria italiana ltda,33493147000110,4,cancelado,alimentacao,pizzarias,,alimentacao,2022-06-30,2022-07-30,133,CAXIAS DO SUL,11,CENTRO SUL,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
1209,barbearia don canutto,ademir aparecido nogueira 69663653949,16732507000170,4,cancelado,,estetica,"{'barbearia','produtos de higiene pessoal'}",outros,2022-07-20,2022-08-19,50,ASSIS,14,INTERIOR,320,12,155.0,15.5,3,3,0.484375,0.25,51.666666666666664,1.0,51.666666666666664,0.3203125,bronze
2095,ben's chicken - itapetininga,ary comercio de alimentos,44046864000110,4,cancelado,alimentacao,restaurantes,"{'frangofrito','delivery'}",alimentacao,2022-08-19,2022-09-18,69,ITAPETININGA,14,INTERIOR,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
2252,arca de noe pet,fabio darlan de sousa,45902642000114,4,cancelado,,pets,,outros,2022-08-26,2022-09-25,339,GOIANIA CENTRO NORTE,14,INTERIOR,320,12,10.0,1.45,1,1,0.03125,0.08333333333333333,10.0,1.0,10.0,0.06770833333333333,bronze
2737,amor com brigadeiro,eliane  julia silva,17022635000192,4,cancelado,alimentacao,doces e bolos,"{'bolos ,doces','lanches'}",alimentacao,,,328,SOBRADINHO,14,INTERIOR,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
2862,otica evidencee,thaynara mendes queiroz 03543829181,45103260000120,4,cancelado,outros,outros,"{'oculos','lentesbluefilter','relogio','optometria','oculosdegrau','vendas','oftalmologia','lentes','uvb','lentedecontato','ana hikiman','qualidade','sensibilidade','oftalmo','oculoses','oculosdesol','joias'}",outros,,,337,APARECIDA DE GOIANIA,14,INTERIOR,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
2916,cdt cartao de todos -porto velho,servicos de administracao de cartoes amorim lamas ltda,30959361000120,2,ativo,outros,outros,,outros,2023-06-29,2023-07-29,350,PORTO VELHO,11,CENTRO SUL,320,12,76.7,76.7,8,7,0.2396875,0.6666666666666666,10.957142857142857,1.1428571428571428,9.5875,0.5385729166666666,prata
2927,cdt cartao de todos -ibirite,cartao desconto ibirite ltda me,9620226000160,2,ativo,outros,outros,,outros,2023-02-04,2023-03-06,184,IBIRITE,15,SAO PAULO MINAS,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
3459,posto personalytte - shell,auto posto rede personalytte ltda,11072708000174,2,ativo,combustivel,combustivel,,combustivel,2022-10-28,2022-11-27,85,PRAIA GRANDE,14,INTERIOR,480,12,504.13,33.03,5,4,1.0502708333333333,0.4166666666666667,126.0325,1.25,100.826,0.6067479166666667,prata
3696,good life estetica,good life diagnosticos e servicos medicos eireli,26763845000122,4,cancelado,,estetica,{'clinica de estetica'},outros,2022-12-01,2022-12-31,294,BELFORD ROXO,12,COSTA LESTE,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
3925,otica rafaella,rafaella karla dos santos,43495698000176,4,cancelado,,oticas,,outros,2023-01-06,2023-02-05,224,ARAPIRACA,12,COSTA LESTE,320,12,1350.0,135.0,3,3,4.21875,0.25,450.0,1.0,450.0,1.440625,diamante
10656,acn emporio das carnes & peixaria,k. q. feitosa & a. c. palheta ltda,46056464000110,4,cancelado,outros,outros,"{'mercado','acougue','peixaria'}",outros,2023-02-08,2023-03-10,359,MANAUS NORTE,13,EQUATORIAL,320,12,241.5,7.24,3,2,0.7546875,0.25,120.75,1.5,80.5,0.40140624999999996,bronze
10727,flora medicinal,farmacia de manipulacao flora medicinal,21249482000279,2,ativo,farmacia,farmacia de manipulacao,,farmacia,2023-02-07,2023-03-09,95,SAO VICENTE,14,INTERIOR,720,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
11779,churrascaria nativa grill,churrascaria irmao de villa me,28952768000184,4,cancelado,alimentacao,restaurantes,"{'restaurante','gastronomia','almoco','marmitas','alimentacao','almoco por quilo','churrascaria'}",alimentacao,2023-04-03,2023-05-03,237,CAMACARI,12,COSTA LESTE,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
10229,mega real,m.s.i. lima utilidades domesticas ltda,29981833000162,4,cancelado,mercado,supermercado,,mercado,2023-02-23,2023-03-25,127,UMUARAMA,11,CENTRO SUL,1600,40,285.6,9.530000000000001,6,6,0.17850000000000002,0.15,47.6,1.0,47.6,0.15855,bronze
13574,farmacia betel,drogaria betel de una ltda,17575082000103,2,ativo,,farmacias,,outros,2023-02-18,2023-03-20,239,ILHEUS,12,COSTA LESTE,320,12,270.79,27.080000000000002,3,1,0.84621875,0.25,270.79,3.0,90.26333333333334,0.428865625,bronze
13930,bruttus burguer,bruttus burguer hamburgueria e lanches ltda,46835692000199,2,ativo,alimentacao,restaurantes,,alimentacao,2023-03-07,2023-04-06,180,VALE DO ACO,15,SAO PAULO MINAS,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
14652,du banks conveniencia,"48.874.236 ana veronica da silva lima",48874236000183,9,pendente pagamento,alimentacao,bebidas,,alimentacao,,,106,APUCARANA,11,CENTRO SUL,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
14848,aloha drinks sucos,tiago grassi gerico 34196184847,44752540000105,4,cancelado,alimentacao,bares,,alimentacao,2023-04-27,2023-05-27,98,TUPA,14,INTERIOR,440,20,127.5,6.38,5,3,0.2897727272727273,0.25,42.5,1.6666666666666667,25.5,0.26193181818181815,bronze
15275,douglas fernandes,douglas fernandes,47335200000169,4,cancelado,outros,outros,,outros,,,346,CACERES,11,CENTRO SUL,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
17663,mercado acougue monte carlo,simao & campana ltda,11592437000188,4,cancelado,mercado,supermercado,,mercado,2023-06-07,2023-07-07,117,MARINGA,11,CENTRO SUL,1600,40,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
17669,barbosa supermercados 20,silva e barbosa comercio de alimentos ltda,60437647000611,4,cancelado,mercado,supermercado,,mercado,2023-06-13,2023-07-13,2,BARUERI,15,SAO PAULO MINAS,1600,40,463.57000000000005,9.27,3,2,0.28973125000000005,0.075,231.78500000000003,1.5,154.52333333333334,0.139419375,bronze
17689,esquina do porto assados,esquina do porto assados e adega mei,40515862000171,4,cancelado,alimentacao,emporios,,alimentacao,2023-05-31,2023-06-30,6,CARAGUATATUBA,15,SAO PAULO MINAS,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
20693,delis cafeteria horto,delis cafeteria horto ltda,45592335000184,2,ativo,alimentacao,cafeterias,,alimentacao,2023-08-11,2023-09-10,180,VALE DO ACO,15,SAO PAULO MINAS,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
23129,felix distribuidora - to em casa bar e restaurante,"51.841.333 andressa felix dos santos",51841333000184,2,ativo,alimentacao,restaurantes,,alimentacao,2023-10-25,2023-11-24,282,SAO GONCALO,12,COSTA LESTE,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
26394,terracos grill,william lopes da silva restaurante me,19197861000130,4,cancelado,alimentacao,restaurantes,,alimentacao,2023-11-18,2023-12-18,91,SAO JOSE DO RIO PRETO,14,INTERIOR,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
13779,medlotus saude,medlotus saude ltda,46873842000159,2,ativo,,estetica,,outros,2023-04-12,2023-05-12,63,FRANCO DA ROCHA,14,INTERIOR,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
14324,skill ed,bontempo hamasaki ltda me,8976038000106,4,cancelado,outros,outros,,outros,2023-03-14,2023-04-13,327,CEILANDIA,14,INTERIOR,320,12,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
14389,oticas seven,j s ferreira junior produtos opticos,31276305000154,2,ativo,otica,oticas,,otica,2023-03-23,2023-04-22,217,SANTA CRUZ DO CAPIBARIBE,13,EQUATORIAL,3400,8,300.0,30.0,1,1,0.08823529411764706,0.125,300.0,1.0,300.0,0.11397058823529412,bronze
14559,posto sabella - parque,sabella & sabella ltda,1427452000117,2,ativo,combustivel,conveniencia,,combustivel,2023-03-23,2023-04-22,3,BRAGANCA PAULISTA,15,SAO PAULO MINAS,480,12,436.05999999999995,4.36,5,3,0.9084583333333333,0.4166666666666667,145.35333333333332,1.6666666666666667,87.21199999999999,0.5642041666666666,prata
14861,casa nordestina,adhemar lima dos santos neto restaurante,20813602000175,4,cancelado,alimentacao,restaurantes,,alimentacao,2023-04-06,2023-05-06,63,FRANCO DA ROCHA,14,INTERIOR,440,20,30.0,1.5,1,1,0.06818181818181818,0.05,30.0,1.0,30.0,0.05545454545454545,bronze
15018,farmacia da serra,catia ferreira da costa,39619406000192,2,ativo,,farmacias,,outros,2023-04-13,2023-05-13,233,FEIRA DE SANTANA,12,COSTA LESTE,320,12,3.99,0.6,1,1,0.01246875,0.08333333333333333,3.99,1.0,3.99,0.062073958333333325,bronze
15307,rock pizza - jardim santo elias,rock pizza pirituba ltda,31245641000130,4,cancelado,alimentacao,restaurantes,,alimentacao,,,15,FREGUESIA DO O,15,SAO PAULO MINAS,440,20,0.0,0.0,0,0,0.0,0.0,NaN,NaN,NaN,0.0,bronze
15538,brasil frios,brasil frios comercial ltda,13778894000197,2,ativo,mercado,supermercado,,mercado,2023-04-25,2023-05-25,269,ACARAU,13,EQUATORIAL,1600,40,7382.299999999999,141.28,61,9,4.6139375,1.525,820.2555555555555,6.777777777777778,121.02131147540982,2.45168125,diamante
